,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nummer,Produkt,Bruttokosten 2012,,,Erlös 2012,,,Nettokosten,,Nettokosten,Abweichung
,,Fr.,%,,Fr.,%,,2012 / Fr.,,2011 / Fr.,2012/2011 %
P330110,Ferien- und Freizeitprojekte,"314,833.44",3%,,"55,510.32",50%,,"259,323.12",,"264,486.75",-2%
,,,,,,,,,,,
P330120,Offene Arbeit mit Kindern,"2,047,253.29",20%,,"5,009.66",5%,,"2,042,243.63",,"1,988,908.96",3%
,,,,,,,,,,,
P330130,info Jugendamt,"531,829.04",5%,,"17,068.48",15%,,"514,760.56",,"629,982.09",-18%
,,,,,,,,,,,
P330140,Offene Jugendarbeit,"2,352,395.09",24%,,"26,216.38",24%,,"2,326,178.71",,"2,286,774.24",2%
,,,,,,,,,,,
P330150,Mitwirkung von Kindern und Jugendlichen,"337,948.66",3%,,"5,587.93",5%,,"332,360.73",,"336,436.97",-1%
,,,,,,,,,,,
P330160,Gemeinwesenarbeit und Fachstellen,"4,405,985.85",44%,,"1,138.30",1%,,"4,404,847.55",,"4,286,813.13",3%
,,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen,Lastenausgleich (Fr. 8'324'581.00),,,,,,,,,,
,Im kantonalen Lastenausgleich (Produktegruppe PG300300 Zentrale Dienste) sind als Lastenertrag budgetiert:,,,,,,,,,,
,- Offene Kinder- und Jugendarbeit,,,Fr.,"4,015,500.00",,,,,,
,- Spielraum,,,Fr.,"131,600.00",,,,,,
,- Gemeinwesenarbeit vbg,,,Fr.,"3,830,055.00",,,,,,
,- Gemeindehaus Burgfeld,,,Fr.,"83,688.00",,,,,,
,- Familientreff Bern,,,Fr.,"135,423.00",,,,,,
,- Mütterzentrum Bern West,,,Fr.,"128,315.00",,,,,,
,Somit betragen die bereinigten Nettokosten der Produktegruppe PG330100 Fr. 1'555'133.30 (ohne Lastenanteil).,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,"Produktegruppe PG330100 Kinder- und Jugendförderung, Gemeinwesenarbeit - Fortsetzung",,,,,,,,,,
,,,,,,,,,,,
Bemerkungen,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,"Produktegruppe PG330100 Kinder- und Jugendförderung, Gemeinwesenarbeit - Fortsetzung",,,,,,,,,,
,,,,,,,,,,,
Ziele,Übergeordnete Ziele,,,,,Hinweise zur Zielüberprüfung,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,"Produktegruppe PG330100 Kinder- und Jugendförderung, Gemeinwesenarbeit - Fortsetzung",,,,,,,,,,
,,,,,,,,,,,
"Steuerungs-
vorgaben",Vorgabe,Soll 2012,,Soll 2011,Ist 2010,,Ist 2009,Ist 2008,Kommentar,,
,"1) Kostendeckungsgrad
Fäger (P110)",>80.0%,,>75.0%,95.2%,,88.0%,86.2%,,,
,,,,,,,,,,,
,"2) Angebotene Plätze 
Fäger (P110)","8,500",,"8,000","9,466",,"10,611","8,895",,,
,,,,,,,,,,,
,"3) Kontaktstunden in der 
offenen Arbeit mit Kindern (P120)","10,500",,"10,500","11,994",,"11,112","11,126",,,
,,,,,,,,,,,
,4) Kontaktstunden in der offenen Arbeit mit Jugend-lichen (P140),"10,500",,"10,500","10,543",,"10,832","11,136",,,
,,,,,,,,,,,
,"5) Eigene Publikationen 
(P130)",4,,4,7,,7,6,,,
,,,,,,,,,,,
,"6) Durchgeführte Kinder-
Sessionen (P110+P150)",2,,2,3,,3,3,,,
,,,,,,,,,,,
,"7) Begleitete Partizipations-
projekte in Wohnquartieren
durch Kinderbüro oder part (P150)",5, ,5,5,,6,6,,,
,,,,,,,,,,,
,"8) Anzahl Quartierzentren, Treffpunkte, Beratungs- und Infostellen mit professionell begleiteter und/oder ge-führter Zentrums- oder Fachstruktur (P160)",20,20,,21,21,,21,"Durch die Fusion von isa und Baffam hat 
sich die Anzahl Trägerschaften reduziert.
",,
,,,,,,,,,,,
,"9) Durchschnittliche Zahl
der Benutzenden aller VBG-Angebote pro Monat (P160)","30,000","30,000",,"28,628","28,843",,"28,503","
",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,"Produktegruppe PG330100 Kinder- und Jugendförderung, Gemeinwesenarbeit - Fortsetzung",,,,,,,,,,
,,,,,,,,,,,
"Steuerungs-
vorgaben",Vorgabe,Soll 2012,Soll 2011,,Ist 2010,Ist 2009,,Ist 2008,Kommentar,,
,"10) Durchschnittlicher An-
teil ausländischer Benut-
zender am Gesamtange-
bot (P160)",26%,26%,,37%,38%,,38%,Vorgabe entspricht dem Anteil ausländi-scher Einwohnerinnen und Einwohner in der Stadt Bern.,,
,,,,,,,,,,,
,"11) Durchschnittliche Zahl
der Benutzenden pro Fami-
lientreffpunkt/Mütterzent-rum pro Woche (P160)",250,250,,367,362,,372,"Eine Anpassung der Vorgabe ist für die
Leistungsverträge ab 2012 geplant.",,
,,,,,,,,,,,
,,,,,,,,,,,
Kennzahlen,Kennzahl,,Ist 2010,,Ist 2009,Ist 2008,,Ist 2007,Kommentar,,
,"1) Anzahl subventionierte Einrichtungen 
der offenen Kinder- und Jugendarbeit (P120+P140)",,25,,26,26,,26,,,
,,,,,,,,,,,
,2) Anzahl Teilnehmer/innen Fäger (P110),,"3,818",,"4,098","3,690",,"3,122",,,
,,,,,,,,,,,
,3) Anzahl besuchte Plätze Fäger (P110),,"6,130",,"6,523","6,299",,"4,950",,,
,,,,,,,,,,,
,4) Anzahl Benutzer/innen Kindertreffpunkte/Tag (P120),,45,,52,50,,45,,,
,,,,,,,,,,,
,"5) Anzahl telefonischer Anfragen inkl. E-Mail (P130)
 
",,"2,481",,"1,867","3,106",,"3,755",,,
,,,,,,,,,,,
,6) Anzahl Besuche Informationsstelle (P130),,"6,037",,"2,695","1,895",,"1,802",,,
,,,,,,,,,,,
,"7) Anzahl Internetbesuche Kinderbetreuung
(P130)",,"18,645",,"16,099","11,064",,"9,155",,,
,,,,,,,,,,,
,8) Anzahl Internetbesuche Schtibäng (P130),,"4,463",,"4,746","4,389",,"5,207",,,
,,,,,,,,,,,
,9) Kosten pro Treffpunkt (P120+P140),,"170,228.00",,"162,426.00","157,667.00",,"158,028.00",,,
,,,,,,,,,,,
,10) Begleitete Kinderprojekte (P150),,4,,5,9,,5,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,"Produktegruppe PG330100 Kinder- und Jugendförderung, Gemeinwesenarbeit - Fortsetzung",,,,,,,,,,
,,,,,,,,,,,
Kennzahlen,Kennzahl,,Ist 2010,,Ist 2009,Ist 2008,,Ist 2007,Kommentar,,
,11) Anzahl Kinder im Kinderparlament (P150),,81,,77,107,,97,,,
,,,,,,,,,,,
,12) Begleitete Jugendprojekte (P150),,6,,5,8,,5,,,
,,,,,,,,,,,
,"13) Anzahl bearbeitete Anliegen durch An-
sprechpersonen für die Mitwirkung von Kin-
dern und Jugendlichen in den Stadtteilen
(P150)",,1,,1,2,,6,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,Vertragssumme 2011,,,Vertragssumme 2012,,,
,,,,Fr.,"1,762,537.00",,Fr.,"1,818,000.00",,,
,,,,Fr.,"1,596,500.00",,Fr.,"1,784,500.00",,,
,,,,Fr.,"436,380.00",,Fr.,"440,000.00",,,
,,,,Fr.,"110,000.00",,Fr.,"110,000.00",,,
,,,,Fr.,"128,000.00",,Fr.,"131,600.00",,,
,,,,,,,,,,,
,,,,Fr.,"3,785,107.00",,Fr.,"3,830,055.00",,,
,,,,Fr.,"131,253.00",,Fr.,"135,423.00",,,
,,,,Fr.,"120,447.00",,Fr.,"128,315.00",,,
,,,,Fr.,"71,593.00",,Fr.,"83,688.00",bisher kein LV (Übernahme Mietkosten),,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330200 Ambulante Jugendhilfe,,,,,,,,,,
,,,,,,,,,,,
Kosten und,,Voranschlag,Voranschlag,,Rechnung,Rechnung,,Finanzierung der Produktegruppe in %,,,
Erlöse,,2012,2011,,2010,2009,,,,,
,Bruttokosten,"3,529,579.16","3,438,087.51",,"3,226,771.90","2,947,110.32",,,,,
,,,,,,,,,,,
,Erlöse,"69,244.60","67,087.60",,"56,127.07","81,892.31",,,,,
,,,,,,,,,,,
,Nettokosten,"3,460,334.56","3,370,999.91",,"3,170,644.83","2,865,218.01",,,,,
,,,,,,,,,,,
,Kostendeckungsgrad in %,2.0%,2.0%,,1.7%,2.8%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nummer,Produkt,Bruttokosten 2012,,,Erlös 2012,,,Nettokosten,,Nettokosten,Abweichung
,,Fr.,%,,Fr.,%,,2012 / Fr.,,2011 / Fr.,2012/2011 %
P330210,Kindesschutz,"1,003,190.60",28%,,"18,122.57",26%,,"985,068.03",,"993,834.46",-1%
,,,,,,,,,,,
P330220,Präventive Sozialarbeit,"1,042,077.78",30%,,"18,295.64",26%,,"1,023,782.14",,"1,046,506.84",-2%
,,,,,,,,,,,
P330240,"Vermittlung, Bewilligung und Aufsicht von Familienpflegeplätzen","156,846.09",4%,,"3,299.28",5%,,"153,546.81",,"148,385.52",3%
,,,,,,,,,,,
P330250,Gutachten,"195,733.14",6%,,"11,472.28",17%,,"184,260.86",,"191,057.85",-4%
,,,,,,,,,,,
P330260,PINTO,"1,131,731.55",32%,,"18,054.83",26%,,"1,113,676.72",,"991,215.24",12%
,,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330200 Ambulante Jugendhilfe - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
Ziele,Übergeordnete Ziele,,,,,Hinweise zur Zielüberprüfung,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Steuerungs-
vorgaben",Vorgabe,Soll 2012,Soll 2011,,Ist 2010,Ist 2009,,Ist 2008,Kommentar,,
,1) Unabgeklärte Gefähr-dungsmeldungen (P210),0,0,,0,1,,0,,,
,,,,,,,,,,,
,"2) Einhaltung der Abklä-
rungs- und Interventionszeit (P210+P220+P250)",100.0%,100.0%,,100.0%,100.0%,,100.0%,,,
,,,,,,,,,,,
,3) PINTO: Patrouillentätigkeit im öffentlichen Raum (P260),"7,800","7,800",,"5,929","5,568",,"5,381",,,
,,,,,,,,,,,
,4) PINTO: Beratungs- und Mediationstätigkeit für Bevölkerung und Gewerbe,"1,000","1,300",,736,,,,"Neue Steuerungsvorgabe gemäss Stadt-
ratsbeschluss vom 17.09.09. Anpas-
sung an Erfahrungswert Rechnung 2010.",,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330200 Ambulante Jugendhilfe - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
Kennzahlen,Kennzahl,,Ist 2010,,Ist 2009,Ist 2008,,Ist 2007,Kommentar,,
,"1) Zufriedenheit der Befragten aller Kunden-
segmente (P210-P250)",,89.7%,,87.1%,96.4%,,92.4%,,,
,,,,,,,,,,,
,2) Anzahl Gefährdungsmeldungen (P210),,183,,142,187,,164,,,
,,,,,,,,,,,
,3) Kosten pro Kindesschutz-Fall (P210),,"3,788.96",,"3,096.05","2,819.94",,"2,605.39",,,
,,,,,,,,,,,
,4) Kosten pro Präventiv-Fall (P220),,"2,092.96",,"2,027.70","2,224.34",,"2,233.28",,,
,,,,,,,,,,,
,5) Anzahl vermittelte Kinderbetreuung (P240),,-,,-,-,,26 Fälle,wird seit 2008 nicht mehr erhoben,,
,,,,,,,,,,,
,6) Kosten pro Pflegeplatz-Fall (P240),,"1,859.76",,"2,687.29","2,729.40",,"2,682.22",,,
,,,,,,,,,,,
,7) Kostendeckungsgrad Gutachten (P250),,4.6%,,6.1%,7.2%,,8.1%,,,
,,,,,,,,,,,
,8) PINTO: Anzahl ordnungsdienstliche Interventionen (P260),,"5,196",,"4,561","5,065",,,,,
,,,,,,,,,,,
,9) PINTO: Anzahl sozialer Interventionen (P260),,"3,305",,"2,955","4,746",,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330300 Kompetenzzentrum Jugend und Familie Schlossmatt,,,,,,,,,,
,,,,,,,,,,,
Kosten und,,Voranschlag,Voranschlag,,Rechnung,Rechnung,,Finanzierung der Produktegruppe in %,,,
Erlöse,,2012,2011,,2010,2009,,,,,
,Bruttokosten,"6,885,221.69","6,647,740.20",,"6,495,208.85","6,908,836.23",,,,,
,,,,,,,,,,,
,Erlöse,"6,885,221.69","6,647,740.20",,"6,326,630.90","6,392,454.58",,,,,
,,,,,,,,,,,
,Nettokosten,0.00,0.00,,"168,577.95","516,381.65",,,,,
,,,,,,,,,,,
,Kostendeckungsgrad in %,100.0%,100.0%,,97.4%,92.5%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nummer,Produkt,Bruttokosten 2012,,,Erlös 2012,,,Nettokosten,,Nettokosten,Abweichung
,,Fr.,%,,Fr.,%,,2012 / Fr.,,2011 / Fr.,2012/2011 %
P330310,Stationäre Aufenthalte von Kindern und Jugendlichen mittel- und längerfristig,"3,228,277.84",47%,,"3,228,277.84",47%,,0.00,,0.00,-
,,,,,,,,,,,
P330320,Stationäre Notaufnahme für Kinder und Jugendliche,"2,053,982.17",30%,,"2,053,982.17",30%,,0.00,,0.00,-
,,,,,,,,,,,
P330330,Stationäre Aufenthalte von schwangeren Frauen und Müttern mit Kleinkindern,"1,086,835.68",16%,,"1,086,835.68",16%,,0.00,,0.00,-
,,,,,,,,,,,
P330340,Tagesstruktur,0.00,0%,,0.00,0%,,0.00,,0.00,-
,,,,,,,,,,,
P330350,Familienbegleitung,"516,126.00",7%,,"516,126.00",7%,,0.00,,0.00,-
,,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330300 Kompetenzzentrum Jugend und Familie Schlossmatt - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
Ziele,Übergeordnete Ziele,,,,,Hinweise zur Zielüberprüfung,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Steuerungs-
vorgaben",Vorgabe,Soll 2012,Soll 2011,,Ist 2010,Ist 2009,,Ist 2008,Kommentar,,
,1) Anzahl Plätze (P310-P330),54,51,,51,66,,66,Siehe Bemerkungen,,
,,,,,,,,,,,
,"2) Anzahl Plätze Familien-
begleitung (P350)",43,40,,32,32,,32,Neuer Modus der Berechnung nach der Herauslösung des Produktes aus dem Leistungsvertrag mit dem Kanton.,,
,,,,,,,,,,,
,"3) Auslastungsgrad (P310-
P330)",>85.0%,>85.0%,,87.8%,88.1%,,88.1%,,,
,,,,,,,,,,,
,"4) Bruttokosten pro 
Belegungstag (P310-P330)",376.40,385.85,,362.59,354.40,,408.18,,,
,,,,,,,,,,,
,5) Bruttokosten pro Intervention (P350),391.50,206.56,,133.19,255.23,,,Neuer Modus der Berechnung nach der Herauslösung des Produktes aus dem Leistungsvertrag mit dem Kanton.,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330300 Kompetenzzentrum Jugend und Familie Schlossmatt - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
"Steuerungs-
vorgaben",Vorgabe,Soll 2012,Soll 2011,,Ist 2010,Ist 2009,,Ist 2008,Kommentar,,
,6) Zufriedenheit der zuwei-senden Stellen kurzfristig (bei Austritt) (P310-P330),>90.0%,,>90.0%,96.0%,,99.0%,97.0%,,,
,,,,,,,,,,,
,7) Senkung Wasserver-brauch im Jugendheim Schlossmatt (P310),-2.0%,,-2.0%,-2.0%,,-23.0%,-22.0%,,,
,,,,,,,,,,,
,,,,,,,,,,,
Kennzahlen,Kennzahl,,Ist 2010,,Ist 2009,Ist 2008,,Ist 2007,Kommentar,,
,1) Planmässige Austritte (P310-P340),(P310-330),99.3%,,98.6%,98.3%,,97.8%,,,
,,,,,,,,,,,
,2) Betreute Stadt (P310-P330),,30.1%,,28.2%,29.5%,,28.5%,,,
,,,,,,,,,,,
,3) Betreute Kanton (P310-P330),,66.0%,,67.2%,70.5%,,69.0%,,,
,,,,,,,,,,,
,4) Betreute übrige Schweiz (P310-P330),,3.9%,,4.6%,0.0%,,2.5%,,,
,,,,,,,,,,,
,"5) Pädagogische Ausbildungsstellen (P310-
P330)",,5.2,,5.2,6.1,,7.7,,,
,,,,,,,,,,,
,6) Leitungsstellen (P310),,2,,2,2,,2,,,
,,,,,,,,,,,
,7) Stellen Hauswirtsch./Techn. Dienst (P310),,4.8,,4.8,4.8,,4.8,,,
,,,,,,,,,,,
,8) Hauswirtschaftl. Ausbildungsstellen (P310),,2,,2,2,,2,,,
,,,,,,,,,,,
,9) Wasserverbrauch Schlossmatt (P310),,1421m3,,1'447m3,1'506m3,,1'684m3,,,
,,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330400 Familienergänzende Tagesbetreuung für Kinder,,,,,,,,,,
,,,,,,,,,,,
Kosten und,,Voranschlag,Voranschlag,,Rechnung,Rechnung,,Finanzierung der Produktegruppe in %,,,
Erlöse,,2012,2011,,2010,2009,,,,,
,Bruttokosten,"39,107,550.23","37,831,073.80",,"35,946,483.28","34,189,589.92",,,,,
,,,,,,,,,,,
,Erlöse,"7,962,961.07","7,348,004.18",,"7,673,786.74","7,062,702.94",,,,,
,,,,,,,,,,,
,Nettokosten,"31,144,589.16","30,483,069.62",,"28,272,696.54","27,126,886.98",,,,,
,,,,,,,,,,,
,Kostendeckungsgrad in %,20.4%,19.4%,,21.3%,20.7%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nummer,Produkt,Bruttokosten 2012,,,Erlös 2012,,,Nettokosten,,Nettokosten,Abweichung
,,Fr.,%,,Fr.,%,,2012 / Fr.,,2011 / Fr.,2012/2011 %
P330410,Betreuung von Kindern und Jugendlichen in Tagesstätten,"38,126,636.23",97%,,"7,947,961.07",100%,,"30,178,675.16",,"29,525,999.62",2%
,,,,,,,,,,,
P330440,Tagesbetreuung von Kindern bei Tageseltern,"980,914.00",3%,,"15,000.00",0%,,"965,914.00",,"957,070.00",1%
,,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330400 Familienergänzende Tagesbetreuung für Kinder - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
Bemerkungen,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330400 Familienergänzende Tagesbetreuung für Kinder - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
Ziele,Übergeordnete Ziele,,,,,Hinweise zur Zielüberprüfung,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Steuerungs-
vorgaben",Vorgabe,Soll 2012,Soll 2011,,Ist 2010,Ist 2009,,Ist 2008,Kommentar,,
,Betreuung von Kindern und Jugendlichen in Tagesstätten (P410),,,,,,,,,,
,,,,,,,,,,,
,1) Anzahl Plätze,"1,434.0","1,422.0",,"1,374.0","1,289.0",,"1,220.8","Neue Plätze 2012: 20
Kantonal ermächtigte Plätze 2010: 1'228
(Ermächtigung vom 08.11.2010)",,
,,,,,,,,,,,
,2) Auslastungsgrad,>95%,,>95%,97.22%,95.96%,,97.89%,,,
,,,,,,,,,,,
,3) Bruttokosten pro Betreuungstag,128.29,125.60,,123.56,125.35,,121.18,"Städtische Betriebe: Fr. 135.08
Subventionierte Betriebe: Fr. 120.39",,
,,,,,,,,,,,
,4) Nettokosten pro Betreuungstag,88.86,,93.68,83.91,,89.71,85.82,"Städtische Betriebe: Fr. 97.38
Subventionierte Betriebe: Fr. 78.94",,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330400 Familienergänzende Tagesbetreuung für Kinder - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
"Steuerungs-
vorgaben",Vorgabe,Soll 2012,Soll 2011,,Ist 2010,Ist 2009,,Ist 2008,Kommentar,,
,Betreuung von Kindern und Jugendlichen in Tagesstätten (P410) - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
,5) Zufriedenheit der Kundinnen und Kunden,>90%,,>90 %,95.68%,,95.84%,94.70%,,,
,,,,,,,,,,,
,6) Öffnungstage/Jahr,240,,240,244,,245,244,,,
,,,,,,,,,,,
,Tagesbetreuung von Kindern bei Tageseltern (P440),,,,,,,,,,
,,,,,,,,,,,
,1) Betreuungsstunden,"135,000","135,000",,"141,087","134,903",,"105,704",2011: max. 141'000 Betreuungsstunden,,
,,,,,,,,,,,
,2) Auslastungsgrad,>95%,>95%,,99.5%,99.0%,,106.0%,,,
,,,,,,,,,,,
,"3) Zufriedenheit der 
Kundinnen und Kunden",>90%,>90.0%,,94.0%,98.2%,,97.3%,,,
,,,,,,,,,,,
,"4) Nettokosten pro
Betreuungsstunde",Fr. 7.43,Fr. 7.36,,Fr. 6.69,Fr. 6.85,,Fr. 7.00,,,
,,,,,,,,,,,
,"5) Bewilligungserteilung 
innert 2 Monaten",,,,,,,,Wird seit 2008 nicht mehr erhoben.,,
,,,,,,,,,,,
,6) Abklärungsfrist < 2 Mte.,,,,,,,,Wird seit 2008 nicht mehr erhoben.,,
,,,,,,,,,,,
x_neueseite_x,,,,,,,,,,,
330,Jugendamt,,,,,,,,,,
,,,,,,,,,,,
,Produktegruppe PG330400 Familienergänzende Tagesbetreuung für Kinder - Fortsetzung,,,,,,,,,,
,,,,,,,,,,,
Kennzahlen,Kennzahl,,Ist 2010,,Ist 2009,Ist 2008,,Ist 2007,Kommentar,,
,1) Warteliste Klein- und Schulkinder bei städtischen und subventionierten Betrieben (P410),,"1,018",,751,952,,874,"2010:  Vorschulkinder: 894
            Schulkinder:   124",,
,,,,,,,,,,,
,2) Anzahl betreuter Kinder (P410),,"2,193",,"2,042","1,971",,"1,942","2010: 0 - 1 Jahre: 345 Kinder (16%)
         1 - 5 Jahre: 1'400 Kinder (64%)
         5 - 15 Jahre: 448 Kinder (20%)",,
,,,,,,,,,,,
,3) Anzahl Institutionen (P410),,49,,44,45,,43,"Städtische Betriebe: 23
Subventionierte Betriebe: 26",,
,,,,,,,,,,,
,4) Ausbildungsstellen (ohne Praktikas) (P410),,159,,156,134,,139,"Städtische Betriebe: 103
Subventionierte Betriebe: 56",,
,,,,,,,,,,,
,"5) Anteil Kinder von fremdsprachigen Eltern
(Verständigungsschwierigkeiten) (P410)",,11.69%,,12.40%,14.00%,,15.70%,"Städtische Betriebe: 15%
Subventionierte Betriebe: 8%",,
,,,,,,,,,,,
,6) Anteil Kinder von alleinerziehenden Eltern (P410),,26.43%,,27.86%,28.00%,,28.50%,"Städtische Betriebe: 34%
Subventionierte Betriebe: 18.2%",,
,,,,,,,,,,,
